Address,Price,Property_Type,Latitude,Longitude,Bedrooms,Bathrooms,Size
"Southam Close, Hall Green","£435,000",Semi-Detached Bungalow,52.43391,-1.85287,4,2,
Treasure House,"£434,349",Duplex,52.48602,-1.91499,3,2,"1,045 sq. ft."
"Apartment 29, Treasure House, Carver Street, B1 3EG","£434,349",Duplex,52.48602,-1.91499,3,2,"1,045 sq. ft."
"Woodleaves, Hollywood","£315,000",Semi-Detached,52.397o,-1.88547u,3,1,
"Leasowes Road, Birmingham","£430,000",House,52.440059,-1.888789,3,2,
"The Quadrant, Sand pitts, B1","£430,000",Flat,52.48232,-1.915121,2,1,
"Madison Avenue, Hodge Hill, Birmingham","£429,950",Semi-Detached,52.498378,-1.811571,3,,
"Cadbury Road, Birmingham, West Midlands, B13","£425,000",End of Terrace,52.449459,-1.874108,5,2,
"Heath Road South, Bournville Village Trust, Northfield, Birmingham, B31","£425,000",Semi-Detached,52.416265,-1.961669,3,1,
"All Saints Road, Kings Heath, Birmingham, West Midlands, B14","£425,000",Semi-Detached,52.431546,-1.894417,4,2,
"Grove Road, Birmingham, B14","£425,000",Semi-Detached,52.426903,-1.901387,3,2,
The Pressworks,"£425,000",Apartment,52.487o,-1.90674u,2,2,861 sq. ft.
"Lordswood Road, Harborne","£425,000",Semi-Detached,52.461729,-1.963033,3,1,
"Hamstead Hall Road,Handsworth Wood,Birmingham,B20 1HT","£425,000",Detached,52.521305,-1.9334,5,1,"1,363 sq. ft."
"Yardley Wood Road, Birmingham, B13","£425,000",Detached,52.449567,-1.873145,6,2,
"Steyning Road , South Yardley","£425,000",Semi-Detached,52.45677,-1.80688,3,1,
"Alcester Drive, Sutton Coldfield, B73 6PY","£425,000",Detached,52.55512,-1.859596,4,1,
"The Pines, Birmingham, B45","£425,000",Detached,52.39971,-2.01365,4,3,
"Fast Pits Road, Birmingham","£425,000",End of Terrace,52.46668,-1.82303,5,3,
"Barrows Lane, Yardley, Birmingham","£425,000",Semi-Detached,52.466869,-1.802118,4,2,
"1 Gabriel Place, Church Road, Birmingham, B15","£425,000",Retirement Property,52.46661,-1.9218,2,2,
"Oaklands Way, Northfield, Birmingham, B31 5EA","£425,000",Detached,52.402393,-2.001161,4,2,
"Old Birmingham Road, Lickey, B45 8ES","£425,000",Semi-Detached,52.37215,-2.015107,3,1,
"Radnor Road, Handsworth","£425,000",Semi-Detached,52.50364,-1.91643,6,2,
"Hillyfields Road, Birmingham, B23","£425,000",Detached,52.523418,-1.866021,5,2,
"Estria Road, Edgbaston, Birmingham, B15","£425,000",House,52.466423,-1.914366,3,2,
"Madison Avenue, Birmingham, West Midlands, B36","£425,000",Semi-Detached,52.49831,-1.81185,5,1,
"Britwell Road, Boldmere","£425,000",Semi-Detached,52.54842,-1.83627,3,1,
"Woodlands Farm Road, Birmingham","£310,000",Semi-Detached,52.524986,-1.796055,3,1,
"Ravenhurst Road, Harborne, Birmingham, B17 9DR","£425,000",Terraced,52.461333,-1.954102,3,1,
"Bull Street, Harborne, Birmingham, B17 0HH","£425,000",Terraced,52.458503,-1.947051,3,2,
"Birmingham Road,Sutton Coldfield ,B72 1DP","£425,000",Semi-Detached,52.539356,-1.826774,3,1,
"New Road, Hollywood, Birmingham","£425,000",Semi-Detached,52.39807,-1.884u,3,1,
"Orchard Road, Birmingham, B24","£425,000",Terraced,52.526155,-1.831225,4,1,
"Addison Road, Kings Heath, Birmingham, B14","£425,000",Terraced,52.43116,-1.88715,5,1,
"Tetley Road, Birmingham","£425,000",Semi-Detached,52.44451,-1.84916,5,1,
"East Works Drive, Cofton Hackett, B45 8GX","£425,000",Semi-Detached,52.38231,-1.98688,4,,
"Northcroft Way, Birmingham, B23","£425,000",Link Detached House,52.521745,-1.854603,5,2,
"Hallot Close, Birmingham, B23 5YW","£425,000",Detached,52.54033,-1.853835,4,3,
"Barnsbury Avenue, Sutton Coldfield","£425,000",Semi-Detached Bungalow,52.53287,-1.82156,4,1,
"Heathfield Road, Kings Heath, Birmingham","£425,000",Terraced,52.434719,-1.889386,4,2,
89 Ravenhurst Road,"£425,000",Terraced,52.461559,-1.954088,3,1,947 sq. ft.
"Station Road, Birmingham, B33","£425,000",Semi-Detached,52.480809,-1.808505,6,4,
"Charlotte Street, Birmingham, West Midlands, B3","£425,000",Flat,52.484168,-1.905891,2,2,
"Citygreens, Sheldon, Birmingham","£422,000",Penthouse,52.45381,-1.788908,3,2,
"Snow Hill Wharf, Shadwell Street, Birmingham, B4","£420,000",Apartment,52.48412,-1.89585,2,2,695 sq. ft.
"Pershore Road, Selly Park, Birmingham, West Midlands, B29","£420,000",Bungalow,52.438629,-1.91656,3,1,
"Greenfield Road, Harborne, Birmingham","£420,000",Apartment,52.45781,-1.94639,3,1,
"Fugelmere Close, Harborne, Birmingham","£420,000",End of Terrace,52.46447,-1.97332,3,1,
"Alcester Drive, Sutton Coldfield, B73 6PY","£415,000",Detached,52.555321,-1.859528,4,1,
"Sandhurst Avenue, Birmingham, West Midlands, B36","£415,000",Semi-Detached,52.498018,-1.814247,3,1,
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ","£415,000",Apartment,52.48907,-1.90747,2,2,834 sq. ft.
"Greenside Road, Erdington","£415,000",Detached,52.52799,-1.82293,3,1,
"Moorcroft Road, Birmingham, West Midlands, B13","£950,000",Detached,52.44726,-1.89755,4,3,
"Snow Hill Wharf, Shadwell Street, Birmingham, B4","£415,000",Apartment,52.48412,-1.89585,2,2,770 sq. ft.
"Coventry Road, Sheldon, Birmingham","£415,000",Semi-Detached,52.451301,-1.766932,4,2,
"Belgravia Close, Edgbaston, B5","£415,000",Terraced,52.464882,-1.89649,3,1,
Reliance Works,"£410,000",Apartment,52.48692,-1.90865,2,2,"1,136 sq. ft."
"Snow Hill Wharf, Shadwell Street, Birmingham, B4","£410,000",Apartment,52.48412,-1.89585,2,2,758 sq. ft.
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ","£410,000",Apartment,52.48907,-1.90747,2,2,836 sq. ft.
"Colomore Building, Snow Hill Wharf, Birmingham, B4","£410,000",Flat,52.48709,-1.89717,2,2,687 sq. ft.
Princip Luxury Apartments,"£410,000",Apartment,52.48709,-1.89717,2,2,693 sq. ft.
"Lickey Coppice, Cofton Hackett, Birmingham, Worcestershire, B45","£410,000",Detached,52.379481,-2.000543,3,2,
"Morjon Drive, Birmingham","£407,000",Semi-Detached,52.54941,-1.93286,4,1,
"1 - 4 Great Hampton Street, Birmingham, B18 6AQ","£405,000",Apartment,52.48907,-1.90747,2,1,747 sq. ft.
"The Regent, Snow Hill Wharf, Shadwell Street, Birmingham, B4","£405,000",Apartment,52.486601,-1.897917,2,2,
"Snow Hill Wharf, Shadewell Street, Birmingham, B4 6LL","£402,500",Apartment,52.48709,-1.89717,2,2,757 sq. ft.
"Yew Tree Avenue, Birmingham, B26","£400,000",Semi-Detached,52.466203,-1.806616,4,3,
"Castle Crescent, Birmingham","£400,000",Detached,52.50688,-1.77896,3,2,
"Springbank Road, Edgbaston","£400,000",Semi-Detached,52.465496,-1.9057,3,2,
"Florence Road, Sutton Coldfield","£400,000",Semi-Detached,52.534698,-1.830379,4,2,
"Hillcrest Road, Birmingham","£400,000",Detached,52.55067,-1.93846,4,2,
"Northfield Road, Harborne, Birmingham","£400,000",End of Terrace,52.453899,-1.966079,4,,
"The Lightwell, Cornwall Street, Birmingham B3","£400,000",Apartment,52.482293,-1.902428,2,2,
"Coventry Road, Sheldon, Birmingham, B26","£400,000",Semi-Detached,52.452069,-1.771673,5,5,
"Shaftmoor Lane, Hall Green, Birmingham","£400,000",Semi-Detached,52.44513,-1.83915,3,3,
"Snow Hill Wharf, Shadwell Street, Birmingham, B4","£400,000",Apartment,52.48412,-1.89585,2,2,866 sq. ft.
"Clapgate Lane, Birmingham","£365,000",Semi-Detached,52.44191,-1.99113,4,2,
"Poplar Avenue, Edgbaston, Birmingham","£400,000",Terraced,52.478664,-1.963084,4,2,
"Common Lane, Sheldon, Birmingham","£400,000",Detached Bungalow,52.45852,-1.78229,4,1,
"Links Road, Birmingham, West Midlands, B14","£400,000",Bungalow,52.400454,-1.881,2,1,
"Robin Hood Lane, Hall Green","£400,000",Terraced,52.4259,-1.85054,4,2,
"Rotton Park Road, Edgbaston, B16 0TF","£400,000",Semi-Detached,52.480873,-1.946472,5,2,
"Bradford Road, Castle Bromwich","£400,000",Bungalow,52.50157,-1.77722,3,1,
"Ipstones Avenue, Birmingham","£400,000",End of Terrace,52.4866,-1.80174,5,2,
"Poundley Close, Birmingham, B36","£400,000",Detached,52.505855,-1.776673,3,2,
"Longleat Avenue, Birmingham, B15 2DF","£400,000",Mews,52.471924,-1.910178,3,,
"St. Peters Close, Water Orton, Birmingham","£400,000",Detached,52.514572,-1.737673,4,1,
"Knipersley Road, Sutton Coldfield","£400,000",Semi-Detached,52.53466,-1.8344,3,1,
"Lickey Coppice, Birmingham","£400,000",Detached,52.379478,-2.000543,3,1,
"Coventry Road, Sheldon, Birmingham, West Midlands","£400,000",Semi-Detached,52.452068,-1.771673,5,5,
"Newman Drive, Cofton Hackett, Birmingham","£400,000",Detached,52.37862,-1.98585,4,1,
"King Edward Road, Moseley, Birmingham","£400,000",Terraced,52.447109,-1.887244,3,2,
"Springbank Road, Edgbaston","£400,000",Semi-Detached,52.46589,-1.905826,3,1,
"Chester Road, Erdington, Birmingham, B24 0BS","£400,000",Semi-Detached,52.529114,-1.817277,3,1,
"40 -44 Northwood Street, Jewellery Quarter, Birmingham","£400,000",Apartment,52.486583,-1.906643,2,2,775 sq. ft.
"Heaton House, Camden Street, Birmingham B1","£400,000",Penthouse,52.484382,-1.916344,2,2,
"Oxford Road, Acocks Green, Birmingham","£400,000",Semi-Detached,52.446498,-1.817479,4,2,
"Peplins Way, Birmingham, B30","£400,000",Detached,52.410769,-1.916858,4,2,
"Central Birmingham Apartment, Birmingham","£400,000",Apartment,52.48789,-1.89599,2,2,
"Frederick Road, Sutton Coldfield, B73 5QN","£400,000",Detached Bungalow,52.54818,-1.832701,2,1,
"St. Annes Close, Handsworth Wood, Birmingham, B20 1BS","£400,000",Detached,52.522606,-1.927989,3,1,
"Alben Works Legge Lane, Birmingham B1","£850,000",Town House,52.484211,-1.913817,3,3,
"Vaughton Street, Birmingham","£400,000",Semi-Detached,52.46847,-1.88985,6,2,
"Queens Road, Yardley, Birmingham","£400,000",Semi-Detached,52.47653,-1.79722,5,2,
"Rednal Hill Lane, Rednal, Birmingham, Worcestershire, B45","£400,000",Semi-Detached,52.38778,-2.014721,4,1,
"Binley Close, Birmingham, B25","£400,000",Detached,52.45974,-1.81319,4,2,
"Shaftmoor Lane, Hall Green, Birmingham, West Midlands, B28 8SW","£400,000",End of Terrace,52.44513,-1.83915,3,,
"Weston Road, Bearwood, Birmingham, B67 5HH","£399,950",Detached,52.476826,-1.973904,4,,
"Mimosa Close, Selly Oak, Birmingham, West Midlands, B29 4DA","£399,950",Semi-Detached,52.43149,-1.959876,3,,
"Trinity Road, Birmingham","£399,950",Semi-Detached,52.508419,-1.902263,7,3,
"Grosvenor Road, Harborne, Birmingham, B17 9AN","£399,950",Terraced,52.460536,-1.968123,3,1,
"Weston Road, SMETHWICK","£399,950",Detached,52.47643,-1.97449,4,2,
"Barrows Lane, Yardley, Birmingham","£399,950",Semi-Detached,52.46583,-1.7986,3,1,
"Grove Lane, Handsworth, Birmingham","£399,950",House,52.504852,-1.93282,6,4,
"Ashted Wharf, Glasswater Locks, B4 7RQ","£399,950",Apartment,52.484637,-1.881927,2,2,675 sq. ft.
"Dudley Road, Winson Green, Birmingham, B18 4HL","£399,950",Terraced,52.48622,-1.94208,5,2,
"Moor Pool Avenue, Birmingham","£399,950",House,52.46228,-1.954298,2,1,
"The Smithy, Sheldon, Birmingham","£399,950",Detached,52.45942,-1.78023,4,2,
"Ashted Wharf, Glasswater Locks, Belmont Row, Birmingham B4","£399,950",Apartment,52.48393,-1.88201,2,2,684 sq. ft.
"Scholars Gate, Birmingham, B1","£399,900",Duplex,52.475937,-1.903502,2,3,
"The Lancaster, Snow Hill Wharf, B4 6LJ","£399,500",Apartment,52.4871,-1.89831,2,2,756 sq. ft.
"The Copperworks, Birmingham","£399,000",Apartment,52.4853,-1.91764,2,2,952 sq. ft.
"Regent Place, Birmingham, B1","£399,000",Apartment,52.48602,-1.90969,2,,
"The Copperworks, Camden Street","£399,000",Apartment,52.48449,-1.91352,2,2,952 sq. ft.
"Hurst Street, Birmingham, B5","£398,000",Flat,52.47306,-1.89514,2,2,
"The Copperworks, Flat 1, 48 Camden Street, Birmingham B1 3DP","£397,500",Apartment,52.483367,-1.913024,2,2,
"Alcester Street, Birmingham, B12","£92,950",Studio,52.47143,-1.88439,,,
"The Copperworks, Birmingham","£397,500",Apartment,52.48602,-1.90969,2,2,"1,065 sq. ft."
"The Copperworks, Camden Street","£397,500",Apartment,52.48449,-1.91352,2,2,"1,065 sq. ft."
"Denewood Avenue, Handsworth Wood, West Midlands, B20","£395,000",Semi-Detached,52.514809,-1.920559,5,2,
"Springfield Road, Moseley","£395,000",Semi-Detached,52.442531,-1.858803,4,1,
"Coventry Road, Birmingham, B26","£395,000",Semi-Detached,52.459655,-1.80072,4,1,
"Snow Hill Wharf, Shadewell Street, Birmingham, B4 6LL","£395,000",Apartment,52.48709,-1.89717,2,2,757 sq. ft.
"Mill Close, Hollywood, Birmingham","£395,000",Bungalow,52.393283,-1.882216,4,2,
"Bell Lane, Birmingham, B33","£395,000",Detached Bungalow,52.473515,-1.761188,2,1,
"Birmingham Road, Great Barr, Birmingham B43 6NX","£395,000",Detached,52.548592,-1.935025,4,1,
"South Street, Birmingham, West Midlands, B17 0DB","£395,000",Terraced,52.458358,-1.948177,2,1,101 sq. ft.
"Pale Lane, Birmingham","£395,000",End of Terrace,52.46951,-1.97243,3,1,
"Great Charles Street Queensway, Birmingham","£395,000",Apartment,52.48161,-1.90513,2,2,785 sq. ft.
"Mary Vale Road, Bournville, Birmingham, B30","£395,000",Terraced,52.425989,-1.927861,4,2,
"Kingsbury Road, Erdington, Birmingham, B24 8QY","£395,000",Semi-Detached,52.515671,-1.841161,4,1,
"School Road, Moseley, Birmingham, West Midlands, B13","£395,000",End of Terrace,52.437328,-1.888225,3,1,
The Pressworks,"£395,000",Apartment,52.487o,-1.90674u,2,2,787 sq. ft.
"Walsall Road, Birmingham, B42","£395,000",Semi-Detached,52.531549,-1.914481,4,2,
"Avro Street, Cofton Hackett, Birmingham","£390,000",Semi-Detached,52.37781,-1.98512,4,1,
"58 Beeches Drive, Birmingham, B24 0DT","£390,000",Semi-Detached,52.526402,-1.818197,3,1,
"St. Denis Road, Birmingham, West Midlands, B29","£390,000",Semi-Detached,52.425715,-1.966456,4,1,
"Coopers Road, Handsworth Wood, Birmingham, B20 2JS","£390,000",Semi-Detached,52.520241,-1.925267,5,2,
"Waterloo Road, Birmingham","£390,000",Apartment,52.461013,-1.823501,3,2,
"The Regent, Snow Hill Wharf, Shadwell Street, Birmingham, B4","£390,000",Apartment,52.48709,-1.89717,2,2,
"Dawlish Road, Birmingham","£390,000",House,52.444686,-1.931697,4,1,
"Petersham Place, Richmond Hill Road, Edgbaston B15 3RY","£599,000",Ground Flat,52.460492,-1.935876,3,3,"1,707 sq. ft."
"Rotton Park Road, Edgbaston","£390,000",Semi-Detached,52.479209,-1.947073,6,3,
"Priory House, Gooch Street North","£390,000",Apartment,52.47117,-1.89647,2,2,
"Chantry Close, Hollywood","£390,000",Detached Bungalow,52.392654,-1.882787,4,1,
"Chapel Rise, Rednal , Birmingham. B45 9SN","£390,000",Detached,52.398945,-2.01261,4,2,
"Hazel Road, Rubery","£390,000",Bungalow,52.387909,-2.021408,2,1,
"Avro Street, Cofton Hackett, Birmingham, B45","£390,000",House,52.37781,-1.98512,4,2,
"Victoria Works, Birmingham","£390,000",Apartment,52.48476,-1.91116,2,2,
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN","£389,995",Semi-Detached,52.44171,-1.84063,4,,
"Madison Walk, Birmingham, B15","£385,000",Terraced,52.4683,-1.90413,3,3,
"Chester Road, Erdington","£385,000",Detached,52.53024,-1.8238,3,2,
"Queens Road, Birmingham, B26","£385,000",Semi-Detached,52.474986,-1.798061,3,2,
"The Quadrant, Sand Pits","£385,000",Apartment,52.48225,-1.91514,2,1,
"The Pressworks, Northwood Street, Jewellery Quarter, Birmingham","£385,000",Apartment,52.48566,-1.90866,2,2,
"West Avenue, Handsworth, Birmingham","£385,000",Semi-Detached,52.52244,-1.92612,3,1,
"Arlen Drive, Great Barr, Birmingham","£385,000",Detached Bungalow,52.544361,-1.947047,2,1,
"Verbena Road, Bournville Village Trust, Northfield, Birmingham, B31","£385,000",Semi-Detached,52.423251,-1.974501,4,2,
"B1 City Centre, Birmingham","£385,000",Apartment,52.48341,-1.91146,2,2,
"West Avenue, Handsworth Wood","£385,000",Semi-Detached,52.52244,-1.92612,3,1,
"Apartment 25, Treasure House, Carver Street, B1 3EG","£383,824",Duplex,52.48602,-1.91499,2,2,"1,044 sq. ft."
"Snow Hill Wharf, Shadwell Street, Birmingham, B4 6LJ","£382,500",Apartment,52.48709,-1.89717,2,2,851 sq. ft.
"Snow Hill Wharf, Shadewell Street, Birmingham, B4 6LJ","£382,500",Apartment,52.48709,-1.89717,2,2,851 sq. ft.
"B4 Fully Managed Apartments, Birmingham","£381,000",Apartment,52.48789,-1.89481,2,2,
"Alexander Road, Birmingham, B27","£380,000",Terraced,52.452602,-1.826395,5,2,
"Groveley Lane, Birmingham, B31","£380,000",Semi-Detached,52.3877,-1.98218,4,3,
"Tower One, Sheepcote Street, B16","£187,000",Apartment,52.47613,-1.91412,1,1,
"Groveley Lane, Birmingham, B31","£380,000",Semi-Detached,52.3877,-1.98218,4,3,
"Katie Road, Birmingham, B29","£380,000",End of Terrace,52.43821,-1.9392,4,2,"1,184 sq. ft."
"Hamstead Road, Hockley","£380,000",Terraced,52.49969,-1.91864,6,2,
"Ascot Way, Longbridge, Birmingham","£380,000",End of Terrace,52.391594,-1.985326,4,3,
"Douglas Avenue, Birmingham","£380,000",Detached,52.49714,-1.81407,3,1,
"Sycamore Road, Erdington, Birmingham, B23 5QP.","£380,000",Detached,52.539669,-1.845468,3,3,
"Brandwood Road, Kings Heath","£380,000",Semi-Detached,52.420906,-1.899204,4,1,
"Lawrence Walk, Great Barr, Birmingham, B43 7TU","£380,000",Detached,52.56043,-1.900629,5,1,
"Booths Farm Close, Great Barr, Birmingham B42 2DY","£380,000",Detached,52.544399,-1.911557,3,2,
"Wharfside Street, Birmingham","£380,000",Apartment,52.475925,-1.905804,2,2,
"City Road, Birmingham","£380,000",Semi-Detached,52.48559,-1.94208,4,2,
"King Edwards Wharf, Sheepcote Street B16","£380,000",Apartment,52.47874,-1.91957,2,2,841 sq. ft.
"Jill Avenue, Great Barr, Birmingham B43 6DH","£380,000",Detached Bungalow,52.544121,-1.953685,3,2,
"Fox Hollies Road, Hall Green","£380,000",Semi-Detached,52.43093,-1.84155,3,2,
"Westridge Road, Birmingham","£380,000",Semi-Detached,52.42772,-1.86451,4,2,
"Lawrence Walk, Birmingham","£380,000",Detached,52.56063,-1.90068,5,1,
"Meadow Brook Road, Birmingham, B31","£379,999",Semi-Detached,52.42233,-1.970187,4,1,
"The Lightwell, Cornwall Street","£379,950",Apartment,52.48233,-1.90233,2,1,
"B1 City Centre, Birmingham","£379,950",Apartment,52.48341,-1.91146,2,2,
"B4 Fully Managed Apartments, Birmingham","£379,500",Apartment,52.48789,-1.89481,2,1,
"Windmill Street, Birmingham, B1","£378,700",Apartment,52.4737,-1.9025u,2,,
"The Axium, Windmill Street, Birmingham","£376,000",Flat,52.473869,-1.901364,2,2,
"Fairway Drive, Rednal, Birmingham, Worcestershire, B45","£375,000",Semi-Detached,52.386162,-2.016867,3,1,
"Beetham Tower, 10 Holloway Circus Queensway, Birmingham, B1 1BY","£375,000",Apartment,52.4754,-1.90028,3,2,"1,250 sq. ft."
"Marine Drive, Great Barr, Birmingham, B44","£275,000",Bungalow,52.531134,-1.893761,2,1,
"Poplar Avenue, Edgbaston, Birmingham, West Midlands, B17","£375,000",Detached,52.476362,-1.965693,4,1,
"Vicarage Road, Kings Heath, Birmingham, West Midlands, B14","£375,000",Link Detached House,52.430177,-1.898867,3,1,
"Measham Grove, Birmingham, B26","£375,000",Semi-Detached,52.455042,-1.806337,5,2,
"Malvern Road, Lickey, B45 8EX","£375,000",Bungalow,52.371559,-2.014879,2,1,833 sq. ft.
"Colebourne Road, Birmingham, B13","£375,000",Semi-Detached,52.42457,-1.86069,4,1,
"Radstock Avenue, Birmingham","£375,000",Semi-Detached,52.49985,-1.82127,3,1,
"Chains Court, Audley St George''s Place","£375,000",Apartment,52.46661,-1.9218,2,2,
"Vicarage Road, Kings Heath, Birmingham","£375,000",Terraced,52.431488,-1.896772,3,1,
"Montague Road, Smethwick","£375,000",Detached,52.48613,-1.95519,4,1,
"The Copperworks, Birmingham","£375,000",Apartment,52.4844,-1.90969,2,2,925 sq. ft.
"Carless Avenue, Birmingham","£375,000",Town House,52.463035,-1.957635,2,1,
"Waddington Avenue, Great Barr, Birmingham","£375,000",Semi-Detached,52.544395,-1.940354,5,1,
"Heeley Road, Birmingham","£375,000",House,52.43753,-1.930224,4,1,
"Hunstanton Avenue, Birmingham, B17","£375,000",Terraced,52.468179,-1.97257,3,1,
"Hunton Road, Birmingham, B23","£375,000",Semi-Detached,52.51796,-1.852u,5,3,
"Berwood Farm Road, Sutton Coldfield","£375,000",Semi-Detached Bungalow,52.533451,-1.821406,3,1,
"King Edwards Wharf, 25 Sheepcote Street","£375,000",Apartment,52.47847,-1.91795,2,2,
"Kingfisher Close, Birmingham, West Midlands, B26","£375,000",Detached,52.460632,-1.791133,4,2,
"St Martins Place, Broad Street B15","£375,000",Apartment,52.47344,-1.91663,2,,755 sq. ft.
"The Circle, Harborne","£375,000",Terraced,52.463039,-1.956544,2,1,
"Paradise Lane, Birmingham","£375,000",Detached,52.42537,-1.85334,3,1,
"Tennal Road, Harborne, Birmingham","£375,000",Semi-Detached,52.4589,-1.97582,3,1,
"The Mailbox, Wharfside Street, Birmingham, B1","£375,000",Flat,52.475927,-1.905378,2,2,
"Wheelwright Road, Birmingham","£375,000",End of Terrace,52.5131,-1.84863,4,3,
"Clapgate Lane, Birmingham","£365,000",Semi-Detached,52.44191,-1.99113,4,2,
"Poplar Avenue, Edgbaston, Birmingham, West Midlands, B17","£375,000",Semi-Detached,52.476868,-1.964453,4,,
"Mariner Avenue, Edgbaston, Birmingham","£375,000",Semi-Detached,52.475619,-1.937351,5,4,
"The Copperworks, Birmingham","£375,000",Apartment,52.4853,-1.91764,2,2,925 sq. ft.
"Ridgacre Road, Quinton","£375,000",Detached,52.460704,-1.987921,3,1,
"Wheelwright Road, Erdington, Birmingham, B24 8PA","£375,000",Semi-Detached,52.513012,-1.848332,4,3,
"Longbridge Lane, Birmingham, B31","£375,000",Semi-Detached,52.393814,-1.973275,3,1,
"Laburnum Grove, Moseley, Birmingham, B13","£375,000",Terraced,52.447642,-1.885428,2,2,
"Tenby Street, Birmingham","£375,000",Town House,52.48575,-1.91351,1,2,
"Tenby Street, Birmingham","£375,000",Town House,52.48575,-1.91351,1,2,
"Erdington, B23","£375,000",Town House,52.522241,-1.854371,5,2,
"Cubley Road, Birmingham","£375,000",Detached,52.43822,-1.85227,3,2,
"Chatsworth Avenue, Great Barr, Birmingham","£375,000",Town House,52.546501,-1.952739,4,2,
"St Martins Place, Broad Street B15","£375,000",Apartment,52.47344,-1.91663,2,2,720 sq. ft.
"Wolverhampton Road South, Quinton, Birmingham, West Midlands, B32","£375,000",Semi-Detached,52.463891,-1.983999,3,2,
"Fox Hollies Road, Birmingham, B27","£375,000",Semi-Detached,52.441598,-1.833579,3,2,
"Chatsworth Avenue, Great Barr , Birmingham, B43","£374,950",Semi-Detached,52.547123,-1.951656,4,1,
"Chatsworth Avenue, Great Barr, Birmingham B43 6QL","£374,950",Semi-Detached,52.547108,-1.951662,4,1,
"East Works Drive, Cofton Hackett, B45 8GX","£373,995",Semi-Detached,52.38231,-1.98688,3,,
"B4 Fully Managed Apartments, Birmingham","£373,380",Apartment,52.48789,-1.89481,2,1,
"B1 City Centre, Birmingham","£372,950",Apartment,52.48341,-1.91146,2,2,
"Birchfield Road, Lozells, West Midlands, B19","£370,000",Terraced,52.505749,-1.901762,7,2,
"Central Birmingham Apartment, Birmingham","£370,000",Apartment,52.48789,-1.89599,2,2,
"Wilmington Road,Quinton,Birmingham,B32 1DZ","£370,000",Semi-Detached,52.459885,-2.005004,4,2,
"Wilmington Road, Quinton","£370,000",Semi-Detached,52.46019,-2.004783,4,2,
